1.4e1,1.155e5
-3.264e3,9.95e1
-2.5e0,-1.49e5
-3.5e0,6.45e4
-6.e0,-9.3e3
-2.96875e-1,-2.15e4
2.34375e-2,-1.428e4
0.e0,8.47e5
-3.84e2,-7.38e4
-6.272e3,-4.6e1
4.e0,3.45e4
2.375e0,1.196e4
6.25e0,1.87e2
8.8e1,5.36e4
-8.8e1,-1.81e4
3.e0,-3.26e3
-4.48e2,-3.79e4
7.5e-1,-8.02e3
-1.28e4,-2.7e4
-1.953125e-3,5.3e0
-7.e0,-8.67e4
-2.048e3,-4.47e2
1.536e3,5.5e3
1.5625e-2,1.21e2
-1.05e1,2.32e3
1.8e1,1.694e4
1.856e3,6.94e2
-4.96e2,-8.76e5
0.e0,1.340e5
-6.e0,-8.88e2
-2.56e3,2.61e2
2.05078125e-2,7.85e4
2.48e2,1.554e5
4.6875e-2,8.27e3
2.96875e-1,4.53e2
-7.68e2,-1.7e3
2.8125e-1,3.74e2
6.4e1,-5.69e3
-3.90625e-3,-3.39e2
1.953125e-3,8.56e3
1.25e0,-7.75e5
3.52e2,3.59e1
1.7578125e-2,-6.60e4
8.125e-1,-6.98e4
-2.1484375e-2,-2.64e4
7.25e0,-8.78e4
-2.7e1,4.19e5
-1.1328125e-1,8.21e4
-4.608e3,2.02e4
-2.9296875e-3,9.48e2
1.536e3,-7.02e5
-7.5e-1,-2.36e4
4.608e3,-9.38e1
3.4816e4,-8.50e3
1.2e1,2.95e2
-1.71875e-1,-6.25e4
1.68e2,-4.63e3
-2.16e2,1.26e3
6.5e0,5.00e3
-9.216e3,-4.76e1
-2.304e3,-3.53e3
-8.203125e-2,-5.90e4
-4.64e2,6.21e4
3.2e2,4.30e3
8.e0,-1.15e3
-1.984e3,5.72e5
-4.58984375e-2,1.59e5
6.4e2,4.86e4
-1.35e1,-5.65e5
7.36e2,-9.89e5
1.75e0,2.71e2
-2.56e3,-3.40e5
-3.e1,-2.59e4
0.e0,-6.92e2
8.59375e-2,4.96e5
-8.125e-1,8.21e3
8.59375e-2,7.0e3
-7.e0,-9.78e3
1.75e0,-5.55e1
6.e0,4.20e4
1.71875e-1,-1.705e2
9.375e-2,6.79e1
-2.368e3,6.5e2
-2.63671875e-2,1.e1
-1.3125e0,-5.2e4
-4.096e3,-3.93e4
1.44e2,8.45e4
8.8e1,1.14e1
-5.2e1,2.08e4
3.75e-1,9.5e0
1.375e0,-1.24e5
-1.4e1,-8.94e3
2.56e2,-3.07e4
7.04e2,7.11e4
-8.8e1,-9.18e3
1.5e0,-9.48e4
8.203125e-2,-8.43e5
4.1015625e-2,1.22e5
-1.26953125e-2,6.07e4
2.03125e-1,5.1e0
-4.3e1,8.27e5
-4.25e0,-8.56e4
1.28e2,-9.0e4
-7.68e2,3.97e2
-3.e0,3.15e1
2.2e1,-6.2e4
-3.125e-2,1.60e4
1.05e1,-6.60e2
2.688e3,-1.77e4
4.1015625e-2,-9.06e3
-4.296875e-2,-5.43e1
-6.25e-2,7.98e3
3.02734375e-2,-5.74e5
8.e0,-6.74e4
-3.968e3,7.33e3
3.75e-1,-7.76e4
-1.024e4,6.01e3
1.152e3,-7.25e3
2.e2,-5.59e1
1.95e1,5.11e1
-4.6875e-1,5.43e3
-3.84e2,9.67e5
2.048e4,-5.82e3
2.88e2,1.63e1
2.9296875e-2,3.25e3
-3.75e-1,9.12e1
2.5e-1,-6.28e4
3.584e3,2.37e1
-5.859375e-2,2.22e1
-6.e0,3.09e5
1.52e2,-4.44e4
9.765625e-3,-9.14e3
-1.35e1,-6.9e0
-1.953125e-2,-9.09e1
8.59375e-2,1.23e5
1.9456e4,1.494e2
-2.34375e-2,-2.17e5
-1.792e3,-9.90e4
4.608e3,-5.78e2
-7.6e1,-1.56e1
-9.375e-2,-2.92e2
1.1e1,-1.71e4
-2.2528e4,6.16e5
-1.28e3,-5.01e5
-2.8672e4,8.45e5
8.32e2,-5.69e4
5.2e1,-3.98e1
-5.859375e-2,-6.1e3
5.e-1,-4.49e2
-8.96e2,2.40e1
-7.5e0,5.13e4
6.4e1,-1.88e3
8.32e2,-1.65e1
9.765625e-4,-1.65e3
0.e0,4.87e1
-6.e0,9.61e3
-7.5e-1,-8.59e3
-3.75e0,6.51e1
-4.16e2,-1.18e1
0.e0,6.8e1
-6.25e0,-7.88e3
-5.28e2,-2.34e1
-1.375e0,-4.99e2
-4.2e1,-4.84e5
3.7109375e-2,-1.731e5
-1.08e2,7.10e3
1.71875e-1,-5.4e2
3.712e3,5.81e4
-1.44e2,6.01e5
-1.5872e4,-1.07e1
-2.08e2,-2.95e4
-3.3203125e-2,-9.91e5
4.125e0,2.98e3
0.e0,5.06e5
1.125e0,1.82e3
-2.176e3,7.83e2
-9.765625e-3,9.33e2
3.515625e-2,9.53e3
-4.48e2,2.48e2
-2.4e2,-2.47e3
2.1e1,2.86e4
-2.734375e-2,-3.4e0
2.72e2,-6.84e2
8.704e3,6.01e5
-5.6e1,3.98e5
2.5e-1,1.03e3
4.e1,-1.520e2
-7.5e-1,7.10e1
1.1875e0,-1.71e5
-2.03125e-1,7.03e1
-2.1484375e-2,8.41e1
-6.72e2,1.20e4
-1.09375e-1,-5.07e5
5.12e3,6.5e0
4.8e1,1.94e2
-2.048e3,6.46e1
2.4e2,8.84e4
2.125e0,1.500e6
2.9e1,-2.11e2
0.e0,-8.87e2
5.859375e-3,2.7e4
-7.52e2,-2.58e1
2.5390625e-2,-1.063e6
1.1264e4,-4.80e5
-9.375e-2,-3.12e5
